ID,Gender,Owns_Car,Owns_Property,Children_Count,Income,Income_Type,Education_Level,Marital_Status,Housing_Type,Age,Employment_Duration,Occupation,Family_Size,Risk_Level,Account_Age,Is_Unemployed
5009063,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.6,5.7,Sales staff,2.0,0,27,0
5009064,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.6,5.7,Sales staff,2.0,0,4,0
5009065,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.6,5.7,Sales staff,2.0,0,10,0
5009066,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.6,5.7,Sales staff,2.0,0,15,0
5009067,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.6,5.7,Sales staff,2.0,0,36,0
5009068,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.6,5.7,Sales staff,2.0,0,22,0
5009069,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.6,5.7,Sales staff,2.0,0,35,0
5009070,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.6,5.7,Sales staff,2.0,0,39,0
5009071,F,Y,Y,0,270000.0,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,28.1,8.7,High skill tech staff,2.0,0,20,0
5009072,F,Y,Y,0,270000.0,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,28.1,8.7,High skill tech staff,2.0,0,43,0
5009078,M,N,Y,1,180000.0,Working,Secondary / secondary special,Married,With parents,38.7,3.5,Drivers,3.0,0,30,0
5009079,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,27.6,8.7,Laborers,2.0,0,43,0
5009080,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,27.6,8.7,Laborers,2.0,1,15,0
5009081,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,27.6,8.7,Laborers,2.0,0,19,0
5009083,M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,56.2,15.7,Drivers,2.0,0,51,0
5009084,M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,56.2,15.7,Drivers,2.0,0,2,0
5009088,M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,40.3,8.2,Laborers,4.0,0,46,0
5009089,M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,40.3,8.2,Laborers,4.0,0,39,0
5009090,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,34.6,11.0,Drivers,2.0,0,13,0
5009096,F,N,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.5,12.0,Accountants,3.0,0,24,0
5009097,F,N,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.5,12.0,Accountants,3.0,0,33,0
5009098,F,N,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.5,12.0,Accountants,3.0,0,17,0
5009099,F,N,Y,0,315000.0,Working,Higher education,Separated,House / apartment,36.3,1.5,Managers,1.0,0,56,0
5009100,F,N,Y,0,315000.0,Working,Higher education,Separated,House / apartment,36.3,1.5,Managers,1.0,0,27,0
5009103,M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,35.2,11.1,Drivers,4.0,0,38,0
5009104,M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,35.2,11.1,Drivers,4.0,0,27,0
5009105,M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,35.2,11.1,Drivers,4.0,0,30,0
5009106,M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,35.2,11.1,Drivers,4.0,0,60,0
5112876,M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,35.2,11.1,Drivers,4.0,0,25,0
5009108,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.9,7.5,Security staff,2.0,0,7,0
5009109,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.9,7.5,Security staff,2.0,0,20,0
5009110,F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,24.2,0.9,High skill tech staff,2.0,1,3,0
5009116,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43.1,1.2,Unknown,1.0,0,35,0
5009117,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43.1,1.2,Unknown,1.0,0,49,0
5009118,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43.1,1.2,Unknown,1.0,0,43,0
5009120,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43.1,1.2,Unknown,1.0,0,56,0
5009122,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43.1,1.2,Unknown,1.0,0,49,0
5009123,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43.1,1.2,Unknown,1.0,0,43,0
5009124,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43.1,1.2,Unknown,1.0,0,25,0
5009125,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43.1,1.2,Unknown,1.0,0,46,0
5009126,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43.1,1.2,Unknown,1.0,0,35,0
5009127,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43.1,1.2,Unknown,1.0,0,22,0
5009128,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43.1,1.2,Unknown,1.0,0,14,0
5009129,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43.1,1.2,Unknown,1.0,0,11,0
5009130,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43.1,1.2,Unknown,1.0,0,22,0
5009131,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43.1,1.2,Unknown,1.0,0,23,0
5009141,F,N,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,26.4,4.3,Managers,2.0,0,33,0
5009142,F,N,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,26.4,4.3,Managers,2.0,0,11,0
5009143,M,Y,N,0,225000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,50.1,,Unknown,2.0,1,11,1
5009144,M,Y,N,0,225000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,50.1,,Unknown,2.0,0,15,1
5009145,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,43.3,10.2,Managers,2.0,0,36,0
5009146,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,43.3,10.2,Managers,2.0,1,36,0
5009147,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,43.3,10.2,Managers,2.0,0,12,0
5009149,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,43.3,10.2,Managers,2.0,0,7,0
5009150,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,43.3,10.2,Managers,2.0,1,17,0
5009151,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.6,7.9,Sales staff,2.0,0,29,0
5009152,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.6,7.9,Sales staff,2.0,0,47,0
5009153,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.6,7.9,Sales staff,2.0,0,53,0
5009154,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.6,7.9,Sales staff,2.0,0,28,0
5009155,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.6,7.9,Sales staff,2.0,0,27,0
5009156,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.6,7.9,Sales staff,2.0,0,17,0
5009157,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.6,7.9,Sales staff,2.0,0,55,0
5009158,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.6,7.9,Sales staff,2.0,0,43,0
5009159,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.6,7.9,Sales staff,2.0,0,14,0
5009160,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.6,7.9,Sales staff,2.0,0,21,0
5009161,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.6,7.9,Sales staff,2.0,1,23,0
5009162,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.6,7.9,Sales staff,2.0,0,56,0
5009163,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,35.4,8.7,Sales staff,2.0,0,12,0
5009164,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,35.4,8.7,Sales staff,2.0,0,29,0
5009165,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,35.4,8.7,Sales staff,2.0,0,41,0
5009166,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,35.4,8.7,Sales staff,2.0,0,16,0
5009168,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,35.4,8.7,Sales staff,2.0,0,38,0
5009170,F,Y,N,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.6,,Unknown,2.0,0,30,1
5009177,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50.2,3.4,Laborers,2.0,1,49,0
5009178,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50.2,3.4,Laborers,2.0,1,34,0
5009179,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50.2,3.4,Laborers,2.0,0,51,0
5009180,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50.2,3.4,Laborers,2.0,1,38,0
5009181,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50.2,3.4,Laborers,2.0,1,12,0
5009182,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50.2,3.4,Laborers,2.0,0,34,0
5009183,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50.2,3.4,Laborers,2.0,0,31,0
5009186,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48.1,15.9,Managers,2.0,1,3,0
5009187,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48.1,15.9,Managers,2.0,0,5,0
5009188,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48.1,15.9,Managers,2.0,0,16,0
5009189,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48.1,15.9,Managers,2.0,0,16,0
5009190,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48.1,15.9,Managers,2.0,0,22,0
5009191,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48.1,15.9,Managers,2.0,0,28,0
5009192,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48.1,15.9,Managers,2.0,0,33,0
5009193,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48.1,15.9,Managers,2.0,1,36,0
5009195,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.4,23.8,Accountants,2.0,0,21,0
5009196,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.4,23.8,Accountants,2.0,0,21,0
5009198,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.4,23.8,Accountants,2.0,0,48,0
5009201,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.4,23.8,Accountants,2.0,0,1,0
5009202,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.4,23.8,Accountants,2.0,0,6,0
5009203,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.4,23.8,Accountants,2.0,0,21,0
5009204,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.4,23.8,Accountants,2.0,0,2,0
5009205,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.4,23.8,Accountants,2.0,0,5,0
5009206,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.4,23.8,Accountants,2.0,0,21,0
5009207,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.4,23.8,Accountants,2.0,0,22,0
5009208,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.4,23.8,Accountants,2.0,0,41,0
5009209,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.4,23.8,Accountants,2.0,1,45,0
5009210,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.4,23.8,Accountants,2.0,0,59,0
5009213,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,33.8,2.4,Accountants,2.0,0,22,0
5009215,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,33.8,2.4,Accountants,2.0,1,57,0
5009216,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,33.8,2.4,Accountants,2.0,0,6,0
5009217,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,33.8,2.4,Accountants,2.0,0,6,0
5009220,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.2,2.2,Managers,2.0,0,27,0
5009222,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.2,2.2,Managers,2.0,0,59,0
5009223,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.2,2.2,Managers,2.0,0,50,0
5009224,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.2,2.2,Managers,2.0,0,50,0
5009225,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.2,2.2,Managers,2.0,0,39,0
5009226,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.2,2.2,Managers,2.0,0,47,0
5009227,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.2,2.2,Managers,2.0,0,20,0
5009232,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.2,2.2,Managers,2.0,0,35,0
5009233,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.2,2.2,Managers,2.0,0,50,0
5009234,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.2,2.2,Managers,2.0,0,13,0
5009236,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.2,2.2,Managers,2.0,0,30,0
5009238,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,29.1,2.7,Drivers,2.0,0,24,0
5009239,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,29.1,2.7,Drivers,2.0,0,14,0
5009240,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,29.1,2.7,Drivers,2.0,0,42,0
5009241,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,29.1,2.7,Drivers,2.0,0,10,0
5009242,F,N,N,0,74250.0,Working,Higher education,Separated,Municipal apartment,52.2,14.4,Core staff,1.0,0,34,0
5009243,F,N,N,0,74250.0,Working,Higher education,Separated,Municipal apartment,52.2,14.4,Core staff,1.0,0,7,0
5009244,F,N,N,0,74250.0,Working,Higher education,Separated,Municipal apartment,52.2,14.4,Core staff,1.0,0,8,0
5009246,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38.9,5.9,Unknown,2.0,0,31,0
5009247,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38.9,5.9,Unknown,2.0,0,54,0
5009248,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38.9,5.9,Unknown,2.0,0,17,0
5009249,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,27.3,2.5,Drivers,3.0,0,26,0
5009250,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,27.3,2.5,Drivers,3.0,0,9,0
5009251,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,27.3,2.5,Drivers,3.0,0,26,0
5009252,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,27.3,2.5,Drivers,3.0,0,12,0
5009253,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,27.3,2.5,Drivers,3.0,0,22,0
5009255,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,43.7,24.6,Cleaning staff,1.0,0,6,0
5009257,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,43.7,24.6,Cleaning staff,1.0,0,17,0
5009258,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,43.7,24.6,Cleaning staff,1.0,0,38,0
5009260,F,N,N,0,202500.0,State servant,Higher education,Married,With parents,39.9,3.5,Core staff,2.0,0,19,0
5009261,F,N,N,0,202500.0,State servant,Higher education,Married,With parents,39.9,3.5,Core staff,2.0,1,23,0
5009262,F,N,N,0,202500.0,State servant,Higher education,Married,With parents,39.9,3.5,Core staff,2.0,0,8,0
5009263,F,N,N,0,202500.0,State servant,Higher education,Married,With parents,39.9,3.5,Core staff,2.0,1,16,0
5009264,F,N,N,0,40500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,57.7,,Unknown,1.0,1,21,1
5009265,M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,28.1,4.5,Managers,2.0,0,47,0
5009266,M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,28.1,4.5,Managers,2.0,0,15,0
5009267,M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,28.1,4.5,Managers,2.0,0,17,0
5009268,M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,28.1,4.5,Managers,2.0,0,26,0
5009269,M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,28.1,4.5,Managers,2.0,0,34,0
5009270,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40.5,6.7,Laborers,2.0,0,28,0
5009271,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40.5,6.7,Laborers,2.0,0,39,0
5009272,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40.5,6.7,Laborers,2.0,0,25,0
5009274,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40.5,6.7,Laborers,2.0,0,54,0
5009275,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40.5,6.7,Laborers,2.0,0,29,0
5009276,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40.5,6.7,Laborers,2.0,0,15,0
5009277,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40.5,6.7,Laborers,2.0,0,29,0
5009278,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.5,13.2,Cleaning staff,2.0,0,20,0
5009279,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.5,13.2,Cleaning staff,2.0,0,44,0
